iso3,area_name,period,source_citation,note
CHE,Switzerland,2005,"Switzerland Vital Registration  - Deaths 2005 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHE,Switzerland,2006,"Switzerland Vital Registration  - Deaths 2006 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHE,Switzerland,2007,"Switzerland Vital Registration  - Deaths 2007 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,1994,"Thailand Vital Registration  - Deaths 1994 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,1995,"Thailand Vital Registration  - Deaths 1995 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,1996,"Thailand Vital Registration  - Deaths 1996 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,1997,"Thailand Vital Registration  - Deaths 1997 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,1998,"Thailand Vital Registration  - Deaths 1998 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,1999,"Thailand Vital Registration  - Deaths 1999 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,2000,"Thailand Vital Registration  - Deaths 2000 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,2002,"Thailand Vital Registration  - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
THA,Thailand,2006,"Thailand Vital Registration  - Deaths 2006 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TTO,Trinidad & Tobago,1999,"Trinidad and Tobago Vital Registration  - Deaths 1999 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TTO,Trinidad & Tobago,2000,"Trinidad and Tobago Vital Registration  - Deaths 2000 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TTO,Trinidad & Tobago,2001,"Trinidad and Tobago Vital Registration  - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
TTO,Trinidad & Tobago,2002,"Trinidad and Tobago Vital Registration  - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2001,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2002,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2003,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2003 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2004,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2004 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2005,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2005 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2006,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2006 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2007,"United Kingdom - Northern Ireland Vital Registration  - Deaths 2007 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
URY,Uruguay,1997,"Uruguay Vital Registration  - Deaths 1997 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
URY,Uruguay,1998,"Uruguay Vital Registration  - Deaths 1998 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
URY,Uruguay,1999,"Uruguay Vital Registration  - Deaths 1999 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
URY,Uruguay,2000,"Uruguay Vital Registration  - Deaths 2000 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
URY,Uruguay,2001,"Uruguay Vital Registration  - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
URY,Uruguay,2004,"Uruguay Vital Registration  - Deaths 2004 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
UZB,Uzbekistan,2004,"Uzbekistan Vital Registration  - Deaths 2004 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
UZB,Uzbekistan,2005,"Uzbekistan Vital Registration  - Deaths 2005 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MEX,Mexico,2009,National Institute of Statistics and Geography (INEGI) (Mexico). Mexico Vital Statistics - Deaths 2009.,Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
EGY,Egypt,2009,"Egypt Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MUS,Mauritius,2009,"Mauritius Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CRI,Costa Rica,2009,"Costa Rica Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
DMA,Dominica,2009,"Dominica Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
ECU,Ecuador,2009,"Ecuador Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
BHR,Bahrain,2009,"Bahrain Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHN,China,2009,"Hong Kong Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
KWT,Kuwait,2009,"Kuwait Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
QAT,Qatar,2009,"Qatar Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
KOR,South Korea,2009,"South Korea Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
AUT,Austria,2009,"Austria Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HRV,Croatia,2009,"Croatia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CZE,Czechia,2009,"Czech Republic Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
EST,Estonia,2009,"Estonia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
FIN,Finland,2009,"Finland Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GEO,Georgia,2009,"Georgia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HUN,Hungary,2009,"Hungary Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
ISL,Iceland,2009,"Iceland Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
IRL,Ireland,2009,"Ireland Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
KGZ,Kyrgyzstan,2009,"Kyrgyzstan Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
LVA,Latvia,2009,"Latvia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
LTU,Lithuania,2009,"Lithuania Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
NLD,Netherlands,2009,"Netherlands Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
PRT,Portugal,2009,"Portugal Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
MDA,Moldova,2009,"Republic of Moldova Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
ROU,Romania,2009,"Romania Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SRB,Serbia,2009,"Serbia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SVK,Slovakia,2009,"Slovakia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
SVN,Slovenia,2009,"Slovenia Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2009,"United Kingdom - Northern Ireland Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GBR,United Kingdom,2009,"United Kingdom - Scotland Vital Registration - Deaths 2009 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
